,name,name_eng,description_short,description,founded_date,product,homepage,employee_cnt,revenue,ceo_name,email,tel,fax,address1,address2,post_code,facebook,youtube,logo,hash_tag,nation_id,industry_id,is_active,created_at,updated_at
9352,"Sypris Solutions, Inc.","Sypris Solutions, Inc.","Sypris Solutions, Inc. provides truck components, oil and gas pipeline components, and aerospace and defense electronics primarily in North America and Mexico. It operates in two segments, Sypris Technologies and Sypris Electronics. The Sypris Technologies segment supplies forged, machined, welded, and heat-treated steel components for the commercial vehicle, off highway vehicle, recreational vehicle, automotive, industrial, light truck, and energy markets. This segment also offers drive train components, including axle shafts, transmission shafts, gear sets, steer axle knuckles, and other components for automotive, truck, and recreational vehicle manufacturers. In addition, it provides value added operations for drive train assemblies; and manufactures pressure closures and other fabricated products for oil and gas pipelines. The Sypris Electronics segment offers electronic manufacturing services, such as circuit card and full box build manufacturing, high reliability manufacturing, systems assembly and integration, design for manufacturability, and design for specification work for aerospace and defense electronics markets. This segment also provides circuit card assembly services for electronic sensors and systems, including radar systems, tactical ground stations, navigation systems, weapons systems, and targeting and warning systems; and value-added solutions, such as low-volume prototype assembly and high-volume turnkey manufacturing. The company also offers engineering design and repair or inspection services. In addition, it sells its engineered product under the Tube Turns brand. The company was incorporated in 1997 and is headquartered in Louisville, Kentucky.","Sypris Solutions, Inc. provides truck components, oil and gas pipeline components, and aerospace and defense electronics primarily in North America and Mexico. It operates in two segments, Sypris Technologies and Sypris Electronics. The Sypris Technologies segment supplies forged, machined, welded, and heat-treated steel components for the commercial vehicle, off highway vehicle, recreational vehicle, automotive, industrial, light truck, and energy markets. This segment also offers drive train components, including axle shafts, transmission shafts, gear sets, steer axle knuckles, and other components for automotive, truck, and recreational vehicle manufacturers. In addition, it provides value added operations for drive train assemblies; and manufactures pressure closures and other fabricated products for oil and gas pipelines. The Sypris Electronics segment offers electronic manufacturing services, such as circuit card and full box build manufacturing, high reliability manufacturing, systems assembly and integration, design for manufacturability, and design for specification work for aerospace and defense electronics markets. This segment also provides circuit card assembly services for electronic sensors and systems, including radar systems, tactical ground stations, navigation systems, weapons systems, and targeting and warning systems; and value-added solutions, such as low-volume prototype assembly and high-volume turnkey manufacturing. The company also offers engineering design and repair or inspection services. In addition, it sells its engineered product under the Tube Turns brand. The company was incorporated in 1997 and is headquartered in Louisville, Kentucky.",1994-05-19,Auto Parts,https://www.sypris.com,684,97434000,Mr. Jeffrey Gill,NA,15023292000,NA,101 Bullitt Ln Ste 450,"Louisville, KENTUCKY, US",40222,https://www.sypris.com,https://www.sypris.com,https://financialmodelingprep.com/image-stock/SYPR.png,"#Sypris Solutions, Inc., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
9486,"XPEL, Inc.","XPEL, Inc.","XPEL, Inc. manufactures, sells, distributes, and installs after-market automotive products. The company offers automotive surface and paint protection films, headlight protection, and automotive and architectural window films, as well as proprietary software. It also provides merchandise and apparel; ceramic coatings; and tools and accessories, which includes squeegees and microfiber towels, application fluids, plotter cutters, knives, and other products. In addition, the company offers paint protection kits, car wash products, after-care products, and installation tools through its website. It sells its products to independent installers and new car dealerships, third-party distributors, and company-owned installation centers, as well as through franchisees and online sales channels. The company serves in the United States, China, Canada, Continental Europe, the United Kingdom, Asia Pacific, Latin America, the Middle East/Africa, and internationally. XPEL, Inc. was founded in 1997 and is headquartered in San Antonio, Texas.","XPEL, Inc. manufactures, sells, distributes, and installs after-market automotive products. The company offers automotive surface and paint protection films, headlight protection, and automotive and architectural window films, as well as proprietary software. It also provides merchandise and apparel; ceramic coatings; and tools and accessories, which includes squeegees and microfiber towels, application fluids, plotter cutters, knives, and other products. In addition, the company offers paint protection kits, car wash products, after-care products, and installation tools through its website. It sells its products to independent installers and new car dealerships, third-party distributors, and company-owned installation centers, as well as through franchisees and online sales channels. The company serves in the United States, China, Canada, Continental Europe, the United Kingdom, Asia Pacific, Latin America, the Middle East/Africa, and internationally. XPEL, Inc. was founded in 1997 and is headquartered in San Antonio, Texas.",2006-02-27,Auto Parts,https://www.xpel.com,709,259263077,Mr. Ryan L. Pape,NA,12106783700,NA,618 W Sunset Rd,"San Antonio, TEXAS, US",78216,https://www.xpel.com,https://www.xpel.com,https://financialmodelingprep.com/image-stock/XPEL.png,"#XPEL, Inc., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
9554,Nifco Inc.,Nifco Inc.,"Nifco Inc. manufactures and sells industrial plastic parts and components in Japan, rest of Asia, North America, and Europe. It offers automotive parts and components for use in fuel, engine, exterior, interiors, and electric powertrain. The company also offers household equipment, such as drawer closers, push latches, earthquake-proof latches, and door dampers; consumer electronics/office automation products that include dampers, free-stop hinges, magnet latches, and push latches; and fashion/sport products, such as side release buckles, cord locks, and other buckles. In addition, it manufactures and sells beds, as well as imports and sells furniture products. The company was formerly known as Japan Industry Fastener Inc. and changed its name to Nifco Inc. in December 1970. Nifco Inc. was incorporated in 1946 and is headquartered in Tokyo, Japan.","Nifco Inc. manufactures and sells industrial plastic parts and components in Japan, rest of Asia, North America, and Europe. It offers automotive parts and components for use in fuel, engine, exterior, interiors, and electric powertrain. The company also offers household equipment, such as drawer closers, push latches, earthquake-proof latches, and door dampers; consumer electronics/office automation products that include dampers, free-stop hinges, magnet latches, and push latches; and fashion/sport products, such as side release buckles, cord locks, and other buckles. In addition, it manufactures and sells beds, as well as imports and sells furniture products. The company was formerly known as Japan Industry Fastener Inc. and changed its name to Nifco Inc. in December 1970. Nifco Inc. was incorporated in 1946 and is headquartered in Tokyo, Japan.",1994-10-31,Auto Parts,https://www.nifco.com,10745,2.56E+11,NA,NA,81 3 5476 4850,NA,Mita Bellju Building,"Tokyo, , JP",108-8522,https://www.nifco.com,https://www.nifco.com,https://financialmodelingprep.com/image-stock/NIFCY.png,"#Nifco Inc., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
9629,NSK Ltd.,NSK Ltd.,"NSK Ltd., together with its subsidiaries, manufactures and sells industrial machinery bearings, automotive products, and precision machinery and parts worldwide. Its products include ball bearings; roller bearings; bearing units; super precision bearings; bearings for steel industry, mining and construction, papermaking machines, and pumps and compressors; and bearings for special environments, including sanitary, corrosive, vacuum, clean, high-temperature, non-magnetic requirement, and dust-contaminated environments. The company also provides automotive products, which comprise chassis products, such as electric power steerings, steering column and intermediate shafts, and hub unit bearings; power train products comprising engine parts and electrical accessories; and drive train products consisting of automatic and manual transmission, products for motorcycles and all-terrain vehicles, half toroidal CVT POWERTOROS units, and differential gear and propeller shafts. In addition, it offers precision machine components, including ball screws, linear guides, monocarriers, XY tables, and spindles; and accessories, including ball screw support bearings, air bearings, and clean grease, as well as support units for heavy and light loads, machine tools, and small equipment. Further, the company provides megatorque motors; maintenance and repair services; design, development, sales, and maintenance services for computer systems and networks; and sells industrial machinery bearings and automotive components. It serves agriculture, automotive, cement, food processing machinery, industrial motor, gearbox, injection molding machine, machine tool, medical device, mining and construction, motorcycle, office equipment, palm oil, papermaking machinery, pump and compressor, railway, semiconductor, steel, sugar, and wind turbine industries. NSK Ltd. was founded in 1914 and is headquartered in Tokyo, Japan.","NSK Ltd., together with its subsidiaries, manufactures and sells industrial machinery bearings, automotive products, and precision machinery and parts worldwide. Its products include ball bearings; roller bearings; bearing units; super precision bearings; bearings for steel industry, mining and construction, papermaking machines, and pumps and compressors; and bearings for special environments, including sanitary, corrosive, vacuum, clean, high-temperature, non-magnetic requirement, and dust-contaminated environments. The company also provides automotive products, which comprise chassis products, such as electric power steerings, steering column and intermediate shafts, and hub unit bearings; power train products comprising engine parts and electrical accessories; and drive train products consisting of automatic and manual transmission, products for motorcycles and all-terrain vehicles, half toroidal CVT POWERTOROS units, and differential gear and propeller shafts. In addition, it offers precision machine components, including ball screws, linear guides, monocarriers, XY tables, and spindles; and accessories, including ball screw support bearings, air bearings, and clean grease, as well as support units for heavy and light loads, machine tools, and small equipment. Further, the company provides megatorque motors; maintenance and repair services; design, development, sales, and maintenance services for computer systems and networks; and sells industrial machinery bearings and automotive components. It serves agriculture, automotive, cement, food processing machinery, industrial motor, gearbox, injection molding machine, machine tool, medical device, mining and construction, motorcycle, office equipment, palm oil, papermaking machinery, pump and compressor, railway, semiconductor, steel, sugar, and wind turbine industries. NSK Ltd. was founded in 1914 and is headquartered in Tokyo, Japan.",2007-10-04,Auto Parts,https://www.nsk.com/index.html,30577,7.48E+11,NA,NA,81 3 3779 7111,NA,Nissei Building,"Tokyo, , JP",141-8560,https://www.nsk.com/index.html,https://www.nsk.com/index.html,https://financialmodelingprep.com/image-stock/NPSKY.png,"#NSK Ltd., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
9807,Bridgestone Corporation,Bridgestone Corporation,"Bridgestone Corporation, together with its subsidiaries, manufactures and sells tires and rubber products. It operates through two segments, Tires and Diversified Products. The company offers tires and tire tubes for passenger cars, trucks, buses, construction and mining vehicles, industrial machinery, agricultural machinery, aircraft, motorcycles, scooters, etc.; automotive parts; retreading materials and services; automotive maintenance and repair services; tire raw materials; and other tire-related products. It also provides vehicle parts, polyurethane foam and related products, electronic precision parts, industrial materials-related products, civil engineering and construction materials and equipment, and others; commercial roofing materials and other materials; golf balls, golf clubs, and other sporting goods; bicycles, bicycle-related goods, and others, as well as finance and other services. In addition, the company offers maintenance, IT/sensing technology, and other solutions for the mining, fleet, and agricultural sectors. It has operations in Japan, the United States, China, the Asia Pacific, Europe, Russia, the Middle East, Africa, Oceania, and internationally. The company was founded in 1931 and is headquartered in Tokyo, Japan.","Bridgestone Corporation, together with its subsidiaries, manufactures and sells tires and rubber products. It operates through two segments, Tires and Diversified Products. The company offers tires and tire tubes for passenger cars, trucks, buses, construction and mining vehicles, industrial machinery, agricultural machinery, aircraft, motorcycles, scooters, etc.; automotive parts; retreading materials and services; automotive maintenance and repair services; tire raw materials; and other tire-related products. It also provides vehicle parts, polyurethane foam and related products, electronic precision parts, industrial materials-related products, civil engineering and construction materials and equipment, and others; commercial roofing materials and other materials; golf balls, golf clubs, and other sporting goods; bicycles, bicycle-related goods, and others, as well as finance and other services. In addition, the company offers maintenance, IT/sensing technology, and other solutions for the mining, fleet, and agricultural sectors. It has operations in Japan, the United States, China, the Asia Pacific, Europe, Russia, the Middle East, Africa, Oceania, and internationally. The company was founded in 1931 and is headquartered in Tokyo, Japan.",2018-11-30,Auto Parts,https://www.bridgestone.co.jp,135636,3.25E+12,NA,NA,81 3 6836 3333,NA,"1-1, Kyobashi 3-chome","Tokyo, , JP",104-8340,https://www.bridgestone.co.jp,https://www.bridgestone.co.jp,https://financialmodelingprep.com/image-stock/BRDCY.png,"#Bridgestone Corporation, #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
9959,Westport Fuel Systems Inc.,Westport Fuel Systems Inc.,"Westport Fuel Systems Inc. engages in the engineering, manufacturing, and supplying alternative fuel systems and components for use in transportation applications worldwide. The company operates through Original Equipment Manufacturer and Independent Aftermarket segments. It offers alternative fuel systems and components, which include a range of alternative fuels, such as liquefied petroleum gas, compressed natural gas, liquefied natural gas, renewable natural gas, and hydrogen; and independent aftermarket, light and heavy-duty original equipment manufacturers (OEMs) and delayed OEMs, electronics, hydrogen, and fuel storage activities. The company also provides Westport High Pressure Direct Injection 2.0, a fully integrated fuel systems that enables diesel engines using primarily natural gas fuel to match the power, torque, and fuel economy benefits found in traditional compression ignition diesel engines, which reduces greenhouse gas emissions. Its products and services are used for passenger cars; light-, medium-, and heavy-duty trucks; and cryogenics and hydrogen applications under the Cummins Westport, BRC Gas Equipment, Westport, OMVL, Prins, GFi Control systems, Emer, Zavoli, TA Gas Technology, Valtek, and AFS brands. The company was formerly known as Westport Innovations Inc. and changed its name to Westport Fuel Systems Inc. in June 2016. Westport Fuel Systems Inc. was incorporated in 1995 and is headquartered in Vancouver, Canada.","Westport Fuel Systems Inc. engages in the engineering, manufacturing, and supplying alternative fuel systems and components for use in transportation applications worldwide. The company operates through Original Equipment Manufacturer and Independent Aftermarket segments. It offers alternative fuel systems and components, which include a range of alternative fuels, such as liquefied petroleum gas, compressed natural gas, liquefied natural gas, renewable natural gas, and hydrogen; and independent aftermarket, light and heavy-duty original equipment manufacturers (OEMs) and delayed OEMs, electronics, hydrogen, and fuel storage activities. The company also provides Westport High Pressure Direct Injection 2.0, a fully integrated fuel systems that enables diesel engines using primarily natural gas fuel to match the power, torque, and fuel economy benefits found in traditional compression ignition diesel engines, which reduces greenhouse gas emissions. Its products and services are used for passenger cars; light-, medium-, and heavy-duty trucks; and cryogenics and hydrogen applications under the Cummins Westport, BRC Gas Equipment, Westport, OMVL, Prins, GFi Control systems, Emer, Zavoli, TA Gas Technology, Valtek, and AFS brands. The company was formerly known as Westport Innovations Inc. and changed its name to Westport Fuel Systems Inc. in June 2016. Westport Fuel Systems Inc. was incorporated in 1995 and is headquartered in Vancouver, Canada.",1995-08-22,Auto Parts,https://wfsinc.com,1797,312412000,Mr. David Johnson,NA,16047182000,NA,101-1750 West 75Th Avenue,"Vancouver, BRITISH COLUMBIA, CA",V6P 6G2,https://wfsinc.com,https://wfsinc.com,https://financialmodelingprep.com/image-stock/WPRT.png,"#Westport Fuel Systems Inc., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
10014,"Monro, Inc.","Monro, Inc.","Monro, Inc. provides automotive undercar repair, and tire sales and services in the United States. It offers replacement tires and tire related services; routine maintenance services on passenger cars, light trucks, and vans; products and services for brakes; mufflers and exhaust systems; and steering, drive train, suspension, and wheel alignment. The company also provides auto maintenance services, including oil change, lubrication and fluid, motor vehicle safety inspection, auto emissions test, and air conditioners inspection services; and auto repair services for fuel and ignition systems, wheel alignment, suspension system, air conditioners. In addition, it offers heating and cooling systems, transmission flush and fills, batteries, alternators, and starters, as well as belt and hose installation, and scheduled maintenance services. The company operates its stores under the brand names of Monro Auto Service and Tire Centers, Tire Choice Auto Service Centers, Mr. Tire Auto Service Centers, Car-X Tire & Auto, Tire Warehouse Tires for Less, Ken Towery's Tire & Auto Care, Tire Barn Warehouse, and Free Service Tire & Auto Centers. As of March 27, 2021, it operated 1,263 company-operated stores, 96 franchised locations, seven wholesale locations, and three retread facilities in 32 states. The company was formerly known as Monro Muffler Brake, Inc. and changed its name to Monro, Inc. in August 2017. Monro, Inc. was founded in 1957 and is headquartered in Rochester, New York.","Monro, Inc. provides automotive undercar repair, and tire sales and services in the United States. It offers replacement tires and tire related services; routine maintenance services on passenger cars, light trucks, and vans; products and services for brakes; mufflers and exhaust systems; and steering, drive train, suspension, and wheel alignment. The company also provides auto maintenance services, including oil change, lubrication and fluid, motor vehicle safety inspection, auto emissions test, and air conditioners inspection services; and auto repair services for fuel and ignition systems, wheel alignment, suspension system, air conditioners. In addition, it offers heating and cooling systems, transmission flush and fills, batteries, alternators, and starters, as well as belt and hose installation, and scheduled maintenance services. The company operates its stores under the brand names of Monro Auto Service and Tire Centers, Tire Choice Auto Service Centers, Mr. Tire Auto Service Centers, Car-X Tire & Auto, Tire Warehouse Tires for Less, Ken Towery's Tire & Auto Care, Tire Barn Warehouse, and Free Service Tire & Auto Centers. As of March 27, 2021, it operated 1,263 company-operated stores, 96 franchised locations, seven wholesale locations, and three retread facilities in 32 states. The company was formerly known as Monro Muffler Brake, Inc. and changed its name to Monro, Inc. in August 2017. Monro, Inc. was founded in 1957 and is headquartered in Rochester, New York.",1991-07-30,Auto Parts,https://www.monro.com,7800,1359328000,Mr. Brett Ponton,NA,15856476400,NA,200 HOLLEDER PKWY,"Rochester, NEW YORK, US",14615,https://www.monro.com,https://www.monro.com,https://financialmodelingprep.com/image-stock/MNRO.png,"#Monro, Inc., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
10258,Modine Manufacturing Company,Modine Manufacturing Company,"Modine Manufacturing Company provides engineered heat transfer systems and heat transfer components for use in on- and off-highway original equipment manufacturer (OEM) vehicular applications. It operates through Building HVAC Systems, and Heavy Duty Equipment and Automotive segments. The company offers gas-fired, hydronic, electric, and oil-fired unit heaters; indoor and outdoor duct furnaces; infrared units; hydronic products, such as commercial fin-tube radiation, cabinet unit heaters, and convectors; roof-mounted direct- and indirect-fired makeup air units; commercial packaged rooftop ventilation units; unit ventilators; single packaged vertical units; precision air conditioning units for data center applications; air-handling units; chillers; ceiling cassettes; hybrid fan coils; and condensing units. It also provides microchannel, heat recovery, and round tube plate fin coils; unit, fluid, transformer oil, and brine coolers, as well as remote condensers; and coatings to protect against corrosion. In addition, the company offers powertrain cooling products, including engine cooling modules, radiators, charge air coolers, condensers, oil coolers, fan shrouds, and surge tanks; on-engine cooling products comprising exhaust gas recirculation, engine oil, fuel, charge air, and intake air coolers; auxiliary cooling products, such as transmission and retarder oil coolers, and power steering coolers; and complete battery thermal management systems and electronics cooling packages. It serves heating, ventilation, and cooling OEMs; construction architects and contractors; wholesalers of heating equipment; automobile, truck, bus, and specialty vehicle OEMs; agricultural, industrial, and construction equipment OEMs; and commercial and industrial equipment OEMs. The company has operations in North America, South America, Europe, the Asia/Pacific, the Middle East, and Africa. Modine Manufacturing Company was incorporated in 1916 and is headquartered in Racine, Wisconsin.","Modine Manufacturing Company provides engineered heat transfer systems and heat transfer components for use in on- and off-highway original equipment manufacturer (OEM) vehicular applications. It operates through Building HVAC Systems, and Heavy Duty Equipment and Automotive segments. The company offers gas-fired, hydronic, electric, and oil-fired unit heaters; indoor and outdoor duct furnaces; infrared units; hydronic products, such as commercial fin-tube radiation, cabinet unit heaters, and convectors; roof-mounted direct- and indirect-fired makeup air units; commercial packaged rooftop ventilation units; unit ventilators; single packaged vertical units; precision air conditioning units for data center applications; air-handling units; chillers; ceiling cassettes; hybrid fan coils; and condensing units. It also provides microchannel, heat recovery, and round tube plate fin coils; unit, fluid, transformer oil, and brine coolers, as well as remote condensers; and coatings to protect against corrosion. In addition, the company offers powertrain cooling products, including engine cooling modules, radiators, charge air coolers, condensers, oil coolers, fan shrouds, and surge tanks; on-engine cooling products comprising exhaust gas recirculation, engine oil, fuel, charge air, and intake air coolers; auxiliary cooling products, such as transmission and retarder oil coolers, and power steering coolers; and complete battery thermal management systems and electronics cooling packages. It serves heating, ventilation, and cooling OEMs; construction architects and contractors; wholesalers of heating equipment; automobile, truck, bus, and specialty vehicle OEMs; agricultural, industrial, and construction equipment OEMs; and commercial and industrial equipment OEMs. The company has operations in North America, South America, Europe, the Asia/Pacific, the Middle East, and Africa. Modine Manufacturing Company was incorporated in 1916 and is headquartered in Racine, Wisconsin.",1982-09-20,Auto Parts,https://www.modine.com,10900,1808400000,Mr. Thomas Burke,NA,12626361200,NA,1500 de Koven Ave,"Racine, WISCONSIN, US",53403,https://www.modine.com,https://www.modine.com,https://financialmodelingprep.com/image-stock/MOD.png,"#Modine Manufacturing Company, #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
10555,Aisin Corporation,Aisin Corporation,"Aisin Corporation manufactures and sells automotive parts, and energy- and lifestyle-related products. It provides powertrain products comprising 1-motor hybrid transmission and eaxle products; chassis and vehicle safety systems, such as automated parking systems and electronically controlled brake systems; power sliding door systems and sunroof products; connected and sharing solutions; and repair and maintenance products. The company also offers energy solutions comprising ENE·FARM, a system that generates electricity by extracting hydrogen from gas; gas heat pump air-conditioners; warm water shower-toilet seats; and peltier modules that are thermoelectric conversion devices, which function as heat pumps by sending direct current. In addition, it provides ILY-Ai, a multi-functional personal shopping mobility product for various user needs; fiber laser; and audio equipment. The company was incorporated in 1949 and is headquartered in Kariya, Japan.","Aisin Corporation manufactures and sells automotive parts, and energy- and lifestyle-related products. It provides powertrain products comprising 1-motor hybrid transmission and eaxle products; chassis and vehicle safety systems, such as automated parking systems and electronically controlled brake systems; power sliding door systems and sunroof products; connected and sharing solutions; and repair and maintenance products. The company also offers energy solutions comprising ENE·FARM, a system that generates electricity by extracting hydrogen from gas; gas heat pump air-conditioners; warm water shower-toilet seats; and peltier modules that are thermoelectric conversion devices, which function as heat pumps by sending direct current. In addition, it provides ILY-Ai, a multi-functional personal shopping mobility product for various user needs; fiber laser; and audio equipment. The company was incorporated in 1949 and is headquartered in Kariya, Japan.",2014-07-01,Auto Parts,https://www.aisin.com,118359,3.53E+12,NA,NA,81 5 6624 8441,NA,2-1 Asahi-machi,"Kariya, , JP",448-8650,https://www.aisin.com,https://www.aisin.com,https://financialmodelingprep.com/image-stock/ASEKY.png,"#Aisin Corporation, #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
10642,Aptiv PLC,Aptiv PLC,"Aptiv PLC designs, manufacturers, and sells vehicle components worldwide. The company provides electrical, electronic, and safety technology solutions to the automotive and commercial vehicle markets. It operates in two segment, Signal and Power Solutions, and Advanced Safety and User Experience. The Signal and Power Solutions segment designs, manufactures, and assembles vehicle's electrical architecture, including engineered component products, connectors, wiring assemblies and harnesses, cable management products, electrical centers, and hybrid high voltage and safety distribution systems. The Advanced Safety and User Experience segment provides critical components, systems integration, and software development for vehicle safety, security, comfort, and convenience, such as sensing and perception systems, electronic control units, multi-domain controllers, vehicle connectivity systems, application software, and autonomous driving technologies. The company was formerly known as Delphi Automotive PLC and changed its name to Aptiv PLC in December 2017. Aptiv PLC was founded in 2011 and is based in Dublin, Ireland.","Aptiv PLC designs, manufacturers, and sells vehicle components worldwide. The company provides electrical, electronic, and safety technology solutions to the automotive and commercial vehicle markets. It operates in two segment, Signal and Power Solutions, and Advanced Safety and User Experience. The Signal and Power Solutions segment designs, manufactures, and assembles vehicle's electrical architecture, including engineered component products, connectors, wiring assemblies and harnesses, cable management products, electrical centers, and hybrid high voltage and safety distribution systems. The Advanced Safety and User Experience segment provides critical components, systems integration, and software development for vehicle safety, security, comfort, and convenience, such as sensing and perception systems, electronic control units, multi-domain controllers, vehicle connectivity systems, application software, and autonomous driving technologies. The company was formerly known as Delphi Automotive PLC and changed its name to Aptiv PLC in December 2017. Aptiv PLC was founded in 2011 and is based in Dublin, Ireland.",2020-06-10,Auto Parts,https://www.aptiv.com,155000,15618000000,Mr. Kevin P. Clark,NA,353 1 259 7013,NA,5 Hanover Quay,"Dublin, , IE",D02 VY79,https://www.aptiv.com,https://www.aptiv.com,https://financialmodelingprep.com/image-stock/APTV-PA.png,"#Aptiv PLC, #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
10844,Aptiv PLC,Aptiv PLC,"Aptiv PLC designs, manufacturers, and sells vehicle components worldwide. The company provides electrical, electronic, and safety technology solutions to the automotive and commercial vehicle markets. It operates in two segment, Signal and Power Solutions, and Advanced Safety and User Experience. The Signal and Power Solutions segment designs, manufactures, and assembles vehicle's electrical architecture, including engineered component products, connectors, wiring assemblies and harnesses, cable management products, electrical centers, and hybrid high voltage and safety distribution systems. The Advanced Safety and User Experience segment provides critical components, systems integration, and software development for vehicle safety, security, comfort, and convenience, such as sensing and perception systems, electronic control units, multi-domain controllers, vehicle connectivity systems, application software, and autonomous driving technologies. The company was formerly known as Delphi Automotive PLC and changed its name to Aptiv PLC in December 2017. Aptiv PLC was founded in 2011 and is based in Dublin, Ireland.","Aptiv PLC designs, manufacturers, and sells vehicle components worldwide. The company provides electrical, electronic, and safety technology solutions to the automotive and commercial vehicle markets. It operates in two segment, Signal and Power Solutions, and Advanced Safety and User Experience. The Signal and Power Solutions segment designs, manufactures, and assembles vehicle's electrical architecture, including engineered component products, connectors, wiring assemblies and harnesses, cable management products, electrical centers, and hybrid high voltage and safety distribution systems. The Advanced Safety and User Experience segment provides critical components, systems integration, and software development for vehicle safety, security, comfort, and convenience, such as sensing and perception systems, electronic control units, multi-domain controllers, vehicle connectivity systems, application software, and autonomous driving technologies. The company was formerly known as Delphi Automotive PLC and changed its name to Aptiv PLC in December 2017. Aptiv PLC was founded in 2011 and is based in Dublin, Ireland.",2011-11-17,Auto Parts,https://www.aptiv.com,155000,15618000000,Mr. Kevin Clark,NA,35312597013,NA,"5Hq, 5 Hanover Quay","DUBLIN, DUBLIN, IE",D02 VY79,https://www.aptiv.com,https://www.aptiv.com,https://financialmodelingprep.com/image-stock/APTV.png,"#Aptiv PLC, #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
10902,Cooper-Standard Holdings Inc.,Cooper-Standard Holdings Inc.,"Cooper-Standard Holdings Inc., through its subsidiary, Cooper-Standard Automotive Inc., designs, manufactures, and sells sealing, fuel and brake delivery, and fluid transfer systems. The company's sealing systems include obstacle detection sensor systems, dynamic seals, variable extrusion systems, static seals, specialty sealing products, encapsulated glasses, stainless steel trims, FlushSeal systems, and textured surfaces with cloth appearance. Its fuel and brake delivery systems comprise chassis and tank fuel lines and bundles, direct injection and port fuel rails, metallic brake lines and bundles, tube coatings, quick connects, low oligomer multi-layer convoluted tubes, and brake jounce lines. The company's fluid transfer systems consist of heater/coolant hoses, turbo charger hoses, quick connects, charged air cooler ducts/assemblies, DPF and SCR emission lines, secondary air hoses, degas tanks, brake and clutch hoses, air intake and charge systems, transmission oil cooling hoses, and multilayer tubing for glycol thermal management. Its products are primarily used in passenger vehicles and light trucks that are manufactured by automotive original equipment manufacturers and replacement markets. The company operates in the United States, Mexico, China, Poland, Canada, Germany, France, and internationally. Cooper-Standard Holdings Inc. was founded in 1960 and is headquartered in Northville, Michigan.","Cooper-Standard Holdings Inc., through its subsidiary, Cooper-Standard Automotive Inc., designs, manufactures, and sells sealing, fuel and brake delivery, and fluid transfer systems. The company's sealing systems include obstacle detection sensor systems, dynamic seals, variable extrusion systems, static seals, specialty sealing products, encapsulated glasses, stainless steel trims, FlushSeal systems, and textured surfaces with cloth appearance. Its fuel and brake delivery systems comprise chassis and tank fuel lines and bundles, direct injection and port fuel rails, metallic brake lines and bundles, tube coatings, quick connects, low oligomer multi-layer convoluted tubes, and brake jounce lines. The company's fluid transfer systems consist of heater/coolant hoses, turbo charger hoses, quick connects, charged air cooler ducts/assemblies, DPF and SCR emission lines, secondary air hoses, degas tanks, brake and clutch hoses, air intake and charge systems, transmission oil cooling hoses, and multilayer tubing for glycol thermal management. Its products are primarily used in passenger vehicles and light trucks that are manufactured by automotive original equipment manufacturers and replacement markets. The company operates in the United States, Mexico, China, Poland, Canada, Germany, France, and internationally. Cooper-Standard Holdings Inc. was founded in 1960 and is headquartered in Northville, Michigan.",2010-05-27,Auto Parts,https://www.cooperstandard.com,22600,2330191000,Mr. Jeffrey Edwards,NA,12485965900,NA,40300 TRADITIONS DRIVE,"Northville, MICHIGAN, US",48168,https://www.cooperstandard.com,https://www.cooperstandard.com,https://financialmodelingprep.com/image-stock/CPS.png,"#Cooper-Standard Holdings Inc., #Auto Parts, #Consumer Cyclical",10,1,TRUE,2022-05-23 17:49,2022-05-23 17:49
